شقاوة بنات,29 ابريل 1963,ﺩﺭاﻣﺎ,85,ينجح أولاد الشيخ سالم المشرف على مزرعة محمود بك في الثانوية العامة فيقرر إدخالهم جامعة القاهرة، فتقرر زوجة الشيخ سالم بيع ذهبها وإرسال أولادهما إبراهيم وعلي إلى الجامعة، ويغضب محمود بك ويطلب من الشيخ سالم إرسال ابنته آمال لتعمل عنده كخادمة فى القصر، ورغم توسلات وبكاء والدتها، إلا أن آمال تضطر للذهاب للعمل كخادمة، حيث تصير في مواجهة محمود حبيب طفولتها الذي يُحضّره والده للزواج من ابنة رئيس الوزراء.,حسام الدين مصطفى,"سعاد حسني,أحمد رمزي,يوسف فخر الدين,نوال أبو الفتوح,حسن فايق,مختار أمين,عدلي كاسب,نادية النقراشي,إنجي إسماعيل,حسين عسر,كريمة الشريف,سميرة محسن,فتحية علي,قدرية كامل,عباس الدالي,أبو بكر عزت","عدلي المولد,جمهوريّة فيلم",مسعود عيسى,"حسين عفيفي,مارسيل صالح",,,,"حسام الدين مصطفى,طلعت علام",منتخبات بهنا فيلم
بنت 16, 1963,ﺩﺭاﻣﺎ,49,,,"فؤاد شفيق,عبدالوارث عسر,وداد حمدي,سامية رشدي,عبدالرحمن أبو زهرة,هدف غريب,ليلى نصر,علية فوزي,فتحية محمد,سهير رضا,عزة وحيد,نوال هاشم,ليلى عبدالغني السيد,أحمد عامر,حسين عسر,حسني كلود,حسين إسماعيل,رشاد حامد,محمد نبيه,محمود خطاب,علي كامل,عبدالوهاب السخاوي,حسين المليجي,عبدالقادر حسين,عباس الدالي,صلاح ابراهيم,محمد السباعي,محمد إدريس,حسن الدويني,أنور الخوام,راشد محفوظ,كامل الصاوى",,"جمال عبادة,فاروق عبدالجواد","حلمي صادق,انجا وميلا,إبراهيم عرايس,سامية يوسف",,,,عبدالعليم خطاب,
أيام زمان,25 مارس 1963,ﺩﺭاﻣﺎ,110,رفعت مراقب فى وزارة التموين ورغم عمله لمدة 18 عامًا إلا أنه لم يحصل إلا على علاوتين. فنصحه إسماعيل بأن يشجع زوجته آمال على استقبال عزت باشا، رفض واقترح عليه تقديم فيفي له على أنها زوجته، على ان تقضي زوجته مع خادمتها في هذه الليلة في منزل فيفي.,يوسف وهبي,"يوسف وهبي,برلنتي عبدالحميد,نظيم شعراوي,رشدي المهدي,منير التوني,أنور إسماعيل,عبدالمنعم عبدالرحمن,مصطفى الشريف,محمد أباظة,عبدالحميد بدوي,محمود لطفي,وهبة حسب الله,كمال عباس,كوثر رمزي,أشجان,فتحية علي,فتحية عبدالغني,عايدة كامل,حسني كلود","تلفزيون جمهورية مصر العربية,يوسف وهبي,أفلام رمسيس نجيب,حسين تعاريت","ضياء الدين المهدي,فوزي إبراهيم,أنور أمين","حسين عفيفي,فاروق شحاته,ناهد مكاوي,وديع شفيق","عبدالحميد السخاوي,عجمي عبدالرحمن / دنجل",,,"يوسف وهبي,زكي صالح,شكري عبدالوهاب",تلفزيون جمهورية مصر العربية
المعلم لطوف, 1963,,-,,,"نزهة يونس,نجيب حنكش",,,,,,,نزار ميقاتي,
شباب طائش,14 يوليو 1963,,85,يخرج سالم ورجاء في رحلة صيد فيوهمها أن أحد مساعديه أصيب بطلقة قاتلة من بندقيتها أثناء صيدها فيجبرها على كتابة اعتراف بأنها قتلته كي يبتزها، وتقع رجاء في حب ممدوح الثري وتتزوجه، ويبتزها سالم بالفعل ويطالبها أن تمنحه من أموال زوجها.,عبده عبدالخالق,"محرم فؤاد,سميرة أحمد,توفيق الدقن,فاتن الشوباشي,محمد طه,نجوى فؤاد,عبدالخالق صالح,زوزو ماضي,نادية النقراشي,يوسف فخر الدين,محمد عوض,عبدالغني النجدي,عبدالحميد زكي,حسين إسماعيل,هالة الشواربي,فيفي سعيد,نوال  الصغيرة,سهير مجدي,فتحية شاهين,زهير صبرى,أنور مدكور,أحمد أبو عبية,ممدوح صادق,حسين ياقوت,سيد العربي,أحمد ثروت,محسن المليجى,محمد دانش,حسام لبيب,نزية سلطان,سيد عبدالله,أحمد مرسي",أفلام العصر الذهبى,"عبده عبدالخالق,عبدالمنعم بهنسي,زكريا منصور","عبدالعزيز فخري,ليلى فهمي,كمال فهمي","وفاء محروس زيادة,عبدالمنعم علي",,,"السيد زيادة,أحمد فؤاد",أفلام الشرق الأوسط (وجدى عنايت)
القاهرة في الليل, 5 اغسطس 1963,موسيقي / استعراضي,100,يحاول ثلاثي أضواء المسرح (الضيف- سمير- جورج) مقابلة الفنانة (صباح)، لكن انشغالها يجعلها تؤجل المقابلة. وفي أثناء تواجدهم بمبنى التلفزيون يقومون بالعديد من المغامرات اعتقادًا منهم أن حارس التلفزيون يسعى لطردهم، وخلال ذلك يقابلون المطربات (شادية، فايزة أحمد، مها صبري، نجاة الصغيرة) والراقصة (نجوى فؤاد) خلال أداء كل منهن لفقرتها الفنية.,"علي إسماعيل,بليغ حمدي","شادية,صباح,نادية لطفي,فؤاد المهندس,مها صبري,ليلى طاهر,حسن فايق,كامل أنور,محمد قنديل,عبدالوهاب الدوكالي,فايزة أحمد,سمير غانم,جورج سيدهم,الضيف أحمد,سامية رشدي,مديحة حمدي,مهجة عسكر,زينب نصار,إنجي إسماعيل,نجاة الصغيرة,رجاء الجداوي,نجوى فؤاد,ليلى شعير,ماريز,بثينة سالم,حسني خضر,أحمد نبيل,فاروق فلوكس,ناهد صبري",,"علي حسن,عبدالعزيز فهمي,وحيد فريد",حسين أحمد,عبدالمنعم شكري,,"علي إسماعيل,بليغ حمدي,محمد الموجي,فايزة أحمد,محمد قنديل,صباح,مها صبري,شادية,نجاة الصغيرة","محمد سالم,عبدالعزيز جاد",
النشال,28 يناير 1963,ﺗﺸﻮﻳﻖ ﻭﺇﺛﺎﺭﺓ,85,كمال لص، يعود إلى منزله فيجد بين مسروقاته ساعة لا تعمل، فينحيها جانبًا، ويتضح أن هذه الساعة تحتوي على ميكروفيلم فائق الحساسية لمجموعة من المواقع العسكرية، فيصير مراقبًا من الشرطة ومن الجواسيس أصحاب الساعة.,"نيفيو أورفانللي,مصطفى العشري,عباس مبروك","فريد شوقي,محمود المليجي,إستيفان روستي,شويكار,زيزي مصطفى,سميحة محمد,طوسون معتمد,كامل أنور,سعيد خليل,عبدالغني النجدي,ميمي جمال,ناهد صبري,عبدالمنعم إسماعيل,أحمد شوقي,فيكتوريا كوهين,مختار السيد,حسين إسماعيل,عبدالمنعم بسيوني,ناهد سمير,عبدالحميد بدوي,إدمون تويما,عبدالمنعم سعودي,الطوخي توفيق,أديب الطرابلسي",عبدالرحيم يزدي,"البير رياض,مصطفى حسن,عمرو الدويني","حسين أحمد,ليلى فهمي,محيي الدين عبدالجواد,كمال فهمي","ماهر عبدالنور,نجيب خوري,مصطفى عبدالله,ستوديوهات جلال",,,"محمود فريد,حسن إبراهيم,بندق",عبدالرحيم يزدي
أميرة العرب,18 مارس 1963,ﺧﻴﺎﻝ,100,يجوب الأمير محبوب وصديقه يزيد البلاد بحثًا عن عروس لخاله لها علامة مميزة. يصلان إلى وردستان، وينقذان امرأة يتقاتل عليها اللصوص ولم تكن سوى الأميرة شالية. يعجب والدها بشجاعة محبوب ويقرر أن يزوجه بها، إلا أن محبوب يكتشف أن شالية هي عروس خاله المنشودة.,"رياض السنباطي,عبدالفتاح مصطفى,محمد الموجي","وردة,رشدي أباظة,وداد حمدي,محمد عوض,فؤاد المهندس,عبدالغني قمر,رجاء يوسف,شلاضيمو,عمر عفيفي,محمد الحلو,أحمد سعيد,علي رشدي,حسين عيسى,حسن حامد,ناهد صبري,عبدالحميد بدوي,كنعان وصفي,خالد العجباني,سعيد خليل,حسين إسماعيل,عبدالخالق صالح","حلمي رفلة,منير حلمي رفلة","ابراهيم عادل,فارس وهبة,حسن البحيري","عبدالعزيز فخري,محيي الدين أحمد",نجيب خوري,"شادي عبدالسلام,إيفون ماضي,تسنيم عبدالمجيد","رياض السنباطي,عبدالفتاح مصطفى,محمد الموجي,صالح جودت,كمال الطويل,علي إسماعيل,فؤاد الظاهري","نيازي مصطفى,شريف حمودة,السعيد مصطفى",أفلام الشرق
حياة عازب, 7 يناير 1963,ﺩﺭاﻣﺎ,90,يعيش (عمر) الموظف الشاب الأعزب بمفرده في إحدى الشقق، وتسكن بجواره (هدى)، وهي طالبة جامعية تعيش مع أسرتها الصغيرة، يربط الحب بين قلبهما ويتفقا على الزواج، ولكن والد هدى يرفض عمر. يصاب عمر بالإحباط، فيلح أصدقاؤه عليه أن يسهروا جميعًا في ملهى ليلي، ويتعرف إلى عزيزة راقصة الملهى التي تذهب معهم في إحدى المرات لشقة (عمر)، وتجرب أحد اختراعات (علي) الطبية بالخطأ، وهو عقار ضد الموت فتفقد الوعي، ويعتقدون أنها ماتت ويجدون أنفسهم في مأزق.,"ابراهيم عادل,غنيم بهنسي","نادية لطفي,شكري سرحان,عبدالمنعم إبراهيم,يوسف فخر الدين,فؤاد المهندس,عبدالخالق صالح,ناهد سمير,نجوى سالم,عبدالغني النجدي,ليلى النحاس,محمد العزبي,إبراهيم قدري,حسين إسماعيل,كنعان وصفي,بوسي,حسن أنيس,زكي صالح,سيد عبدالله","رزق عبدالحميد,سيد علي,أفلام برج القاهرة","ابراهيم عادل,غنيم بهنسي,عبدالمنعم بهنسي,محمد طاهر","فكري رستم,حسن الجنايني,مارسيل صالح","رداميس,اسحق فهيم,نجيب خوري",,يوسف شوقي,"زكي صالح,نجدي حافظ,زكي صالح",دينار فيلم
زوجة ليوم واحد, 1 يناير 1963,,100,برغم ثراء سهير إلا أنها لم تجد عريسًا، فسقطت مريضة ونُقلت إلى المصحة لبضعه أشهر، في الوقت ذاته يتولى ياسين أفندي ناظر عزبتها رعاية بناته الأربع، ويحاول تربيتهن على القيم والأخلاق الحميدة، والالتزام، يُعجب الدكتور أحمد طبيب سهير، بفاطمة ابنة ياسين، فتستاء سهير وتحاول التفريق بينهما، إلا أن أحمد يتمكن بفضل ذكاؤه، ومساعدة صديقه صلاح على الزواج من فاطمة. ,"فكري رستم,مارسيل صالح","كمال الشناوي,ناهد شريف,حسين رياض,نادية النقراشي,أبو بكر عزت,ليلى صادق,هدى عيسى,هالة الشواربي,أمين الهنيدي,ماري عز الدين,منير التوني,أحمد أبو عبية,عبدالحميد بدوي,عباس الدالي,صالح الإسكندراني,محمد طه,إكرام عزو","أفلام كمال الشناوي,كمال الشناوي,عبدالقادر الشناوي","كليليو (ك. ستشفللي),البير رياض,غنيم بهنسي","فكري رستم,مارسيل صالح,فتحي داود","ستوديوهات جلال,عبدالمنعم شكري",,محمد طه,"السيد زيادة,أحمد شاهين,محمد شحاتة",أفلام كمال الشناوي
صاحب الجلالة, 4 نوفمبر 1963,ﻛﻮﻣﻴﺪﻱ,105,تنتظر إحدى الفنادق زيارة السلطان مارينجوس الأول سلطان بورينجا لقضاء إجازته في مصر، وكان مارينجوس قد خلع السلطان أبريم الخامس من العرش وحل محله، لذلك فإن أنصار الملك المعزول كانوا ينتظرون الفرصة السانحة فى القاهرة لقتل مارينجوس الأول، ويتوصل الجنرال عسكراني مع الشرطة المصرية ﻷن ينتحل حسن حمال الحقائب في الفندق شخصية السلطان خلال فترة الزيارة نظرًا لتشابههما الشكلي.,"حسين أحمد,عاطف صبرى","فريد شوقي,سميرة أحمد,فؤاد المهندس,حسن فايق,أحمد الحداد,توفيق الدقن,محمد صبيح,زين العشماوي,سامي سرحان,شويكار,عبدالله مراد,هدى شمس الدين,محسن حسنين,إدمون تويما,حسين إسماعيل,محمود لطفي,سميرة محسن,مختار السيد,الطوخي توفيق,سيد غنيم,أنور مدكور",جمال الليثي,"محسن نصر,محمود نصر","حسين أحمد,عاطف صبرى,انجا وميلا","ماهر عبدالنور,نجيب خوري","شادي عبدالسلام,إيفون ماضي",فؤاد الظاهري,"فطين عبدالوهاب,جمال عمار / جمال عمارة,صالح فوزي","إيهاب الليثي,صبحي فرحات"
لا وقت للحب,25 مارس 1963,ﺩﺭاﻣﺎ,110,تدور أحداث الفيلم خلال الفترة التي وقعت فيها حادثة حريق (القاهرة) في عام 1952 ، حيث يتعرف (حمزة المهندس) العضو المتطوع بالحرس القومي على مدرسة تدعى (فوزية) ، وبعد اندلاع الحريق ، يحاول الإنجليز القبض على كافة المتطوعين في الحرس القومي ، فيختبئ (حمزة) لدى أحد أصدقائه ، وتساعده (فوزية) بكل ما تملك ، وتحاول هي الأخرى تشكيل خلية خاصة بها من أجل ضرب القوات الإنجليزية في منطقة (القنال) .,"يوسف إدريس,لوسيان لامبير","فاتن حمامة,رشدي أباظة,صلاح جاهين,بدر نوفل,عبدالله غيث,إبراهيم قدري,عز الدين إسلام,عصمت محمود,خيري القليوبي,ليلى نصر,أحمد توفيق,أحمد لوكسر,سمير عارف,علية فوزي,حسين قنديل,حافظ أمين,أحمد شوقي,علي المعاون,كامل أنور,سميحة محمد,عبدالحميد بدوي,جورج يوردانيدس","أديب جابر,دينار فيلم",عبدالحليم نصر,كمال أبو العلا,حلمي عزب,,فؤاد الظاهري,"صلاح أبو سيف,أحمد السبعاوي",
ثمن الحب,25 نوفمبر 1963,ﻛﻮﻣﻴﺪﻱ,105,يبدد (علوي بك) ثروته ويستولي على عزبة وممتلكات أخيه الراحل. لم يكن يعلم أن أخاه قد تزوج من (سعاد) بعد وفاة زوجته. ترفع عليه (سعاد) قضية لاسترداد التركة. يرى (علوي) أن خير طريقة للحفاظ على الثروة أن يتزوج ابنه (صلاح) من (سعاد). تنتحل (سعاد) شخصية (عنايات) خطيبة المحامي.,"محمود ذو الفقار,إبراهيم المنياوي","مريم فخر الدين,شكري سرحان,ليلى طاهر,فؤاد المهندس,زينب صدقي,عبدالخالق صالح,أحمد الحداد,ناهد سمير,ليلى يسري,أحمد أبو عبية,علي عرابي,حسن أنيس,سهير زكي","أفلام الشمس (أ. جبور),سيد غراب,أفلام مصر الجديدة","وديد سري,مصطفى إمام,علي خير الله","فكري رستم,فتحي داود,ليلى فهمي","مصطفى عبدالله,نجيب خوري,أنطوان بوليزويس",عبدالعزيز جاد,عطية شرارة,"محمود ذو الفقار,إبراهيم المنياوي,عبدالعزيز جاد,عبدالعزيز جاد",أفلام مصر الجديدة
قصة ممنوعة,13 مارس 1963,,100,فتاة ريفية يحضرها ابن عم أبيها والذي يعتبر بمقام عمها لتعيش معه في القاهرة بعد وفاة والدها، وتتعرف الفتاة عن طريق الصدفة على شاب وسيم ويقعان بغرام بعضهما البعض، ويكتشف ابن عم أبيها الأمر ويحاول محاربة الشاب لأنه يطمع في الزواج من الفتاة رغم أنه لا يجوز شرعًا.,"نيفواورفانيللى,عبدالشافي محمد,حسن الشاعر","ماجدة,شكري سرحان,محمود المليجي,وداد حمدي,عزيزة حلمي,عدلي كاسب,كامل أنور,ماري عز الدين,ميمي جمال,إسكندر منسي,سعيد خليل,كمال الزيني,عبدالحميد بدوي,أحمد شوقي,عبدالمنعم إسماعيل","ستار فيلم (توفيق الصباحى),محسن فرجانى,كمال حنفي,توفيق الصباحي","ضياء الدين المهدي,فوزي إبراهيم","حسين أحمد,عاطف صبرى,مارسيل صالح","عبدالمنعم علي,جمال مرسي",,فؤاد الظاهري,"طلبة رضوان,سيمون صالح,جمال عمار / جمال عمارة","ستار فيلم (توفيق الصباحى),أفلام صوت الفن (محمد عبدالوهاب - عبدالحليم حافظ - وحيد فريد)"
يا سلام عالحب, 1 يناير 1963,ﺩﺭاﻣﺎ,116,فرقة استعراضية تواجه الفشل والإفلاس وبالصدفة تأتي أخت مغنية بالفرقة لتأخذها إلى بلدها لتكمل تعليمها، وهي جميلة الصوت فيقترح عليها مدير الفرقة أن تشترك معهم في الاستعراض ولكنها ترفض ، فيطلب مدير الفرقة من أحد أفراد الفرقة (فريد) أن يمثل عليها الحب ليجعلها توافق ،وبالفعل توافق وتنجح المحاولة وتشترك معهم بالفرقة ولكنها تكتشف الخدعة وتكتشف أيضًا أنها بالفعل تحب فريد وهو يحبها.,"محمد سلمان,محمود نصير,ميشال طعمه,عمر حلبي","نجاح سلام,فهد بلان,ناظم الغزالي,حسن علاء الدين (شوشو),شفيق حسن,عبدالسلام النابلسي,صابر أبو لبن,جاكلين,قوت القلوب,صلاح نادر,حسن المليجي,محمد شامل",محمود النمير,"روبير طمبا,روبير سعد,احمد محسن","إميل بحري,نوال كوستى",ستوديو بعلبك,,"محمد محسن,عبدالفتاح سكر",محمد سلمان,
بطل للنهاية,25 فبراير 1963,ﺣﺮﻛﺔ,100,حافظ أمين رئيس جمعية خيرية لرعاية الأطفال، متخذًا إياها ساترًا لنشاطه اﻹجرامي، الذي يرتكز على اختطاف الأطفال وردهم مقابل مبالغ ضخمة، وعندما يعاني المهندس (أحمد عبده) من تهديدات العصابة المستمرة له باختطاف ابنته، يقرر عدم الاستسلام وإبلاغ الشرطة التي تستعين بأحد المجرمين السابقين لكي ينضم إلى العصابة بغرض الكشف عما كان من أمرها.,حسين أحمد,"فريد شوقي,ليلى طاهر,محمود المليجي,توفيق الدقن,نظيم شعراوي,محمد الدفراوي,هيلين,زين العشماوي,خريستو كلاداكيس,علي رشدي,منصور صابر,وجدي العربي,لطفي عبدالحميد,عبدالبديع العربي,عبدالعزيز أبو الليل,بدر نوفل,إكرام عزو,أحمد مرسي,فايق بهجت,محسن حسنين,ناهد سمير","أفلام جمال الليثي,إيهاب الليثي","كليليو (ك. ستشفللي),البير رياض","حسين أحمد,انجا وميلا","عجمي عبدالرحمن,أنطوان بوليزويس",,,"حسام الدين مصطفى,طلعت علام",دولار فيلم (إسماعيل الكردي وأولاده)
لبنان في الليل,10 فبراير 1963,ﺩﺭاﻣﺎ,90,تدور أحداث الفيلم حول شاب يكتب خطابًا لحبيبته قبل أن يقدم على الانتحار، وخلال ذلك يحاول المعلق على أحداث الفيلم أن يقنع هذا الشاب بالعدول عن رأيه، وخلال الأحداث يرتبط هذا الخط الدرامي بخط آخر أكثر بانورامية عن أسلوب الحياة في العاصمة اللبنانية بيروت؛ حيث يجول الفيلم بين مختلف الملاهي الليلية لنشاهد مختلف الفقرات الفنية والاستعراضية التي تقدم فيها.,محمد سلمان,"صباح,فريد شوقي,جاكلين,سميرة توفيق,جان سعادة,عُليّة التونسية,رضا علي,حسن المليجي,نجاح سلام,هدى شمس الدين,نصري شمس الدين,نجوى فؤاد,داني طبارة,ماروسيا,عبود عبد العال,دهب",أفلام محمد سلمان,روبير طمبا,,,,,محمد سلمان,
العودة إلى الريف,17 يونيو 1963,,90,   ميلودراما اجتماعية تقوم على الصراع بين الفلاح والاقطاع وتعرض الفلاحين للإضطهاد، ومع كل موقف تقدم أغنية تتناسب مع ذلك الموقف لإبرز مطربي الريف آنذاك مثل داخل حسن، وجواد وادي، وغيرهم. ,فالح عبدالعزيز الزيدي,"رجاء عبدالعزيز,جمعة الشبلي,سليمة خضير,صفاء محمد علي,رفعت إبراهيم",فالح عبدالعزيز الزيدي,أكوب خالويان,,,,شيراك سورين,فالح عبدالعزيز الزيدي,
الليلة الأخيرة,23 ديسمبر 1963,ﻏﻤﻮﺽ,104,"خلال عام 1942، نادية برهان صادق تعيش مع والدتها في اﻹسكندرية وتعيش فوزية مع زوجها شاكر الذي تزوجته دون إرادة اﻷسرة، وتتعرف على صلاح محرم ويتفقا على الزواج، وفي يوم تجربة الفستان، تموت اﻷخت من جراء قصف اﻷلمان للمدينة، وتصاب نادية بفقدان الذاكرة، ويحاول زوج فوزية أن يوهم نادية أنها فوزية ,ان نادية هى من ماتت.","نصري عبدالنور,أحمد جاسر","فاتن حمامة,أحمد مظهر,محمود مرسي,كمال ياسين,عبدالخالق صالح,مديحة سالم,أحمد شوقي,علية عبدالمنعم,قدرية كامل,فاتن أنور,صالح الإسكندراني,عبدالمنعم عبدالرحمن","جمال الليثي,حسن عبدالجليل,إيهاب الليثي","عبدالحليم نصر,مجدي سعد,محسن نصر",سعيد الشيخ,"ماهر عبدالنور,نهاد بهجت",,,"كمال الشيخ,جمال الدماطي",دولار فيلم (إسماعيل الكردي وأولاده)
الناصر صلاح الدين,25 فبراير 1963,تاريخي,180,بعد انتصار صلاح الدين على ملك القدس، يتم توقيع معاهدة سلام بينهما إلا أن قائد الجيش الصليبي رينو دي شاتيون يقوم بذبح جماعة من الحجاج الذاهبين إلى مكة، يقرر صلاح الدين الانتقام، وبعد هزيمة الصليبيين، تبدأ فريجينيا بتجميع الجيش للحرب، فتستنجد بالأمير كونراد لمساعدتها، ثم ملك انجلترا (ريتشارد قلب الأسد) ويوافق ريتشارد بشرط أن يكون على رأس الصليبيين. ومن هنا تبدأ حملة صليبية جديدة ضد الشرق. ,"حبيب خوري,روبرت شارفنبرج,جبرائيل كراز,شادي عبدالسلام,أنطوان بوليزويس,عجمي عبدالرحمن","أحمد مظهر,نادية لطفي,صلاح ذو الفقار,ليلى فوزي,حمدي غيث,ليلى طاهر,عمر الحريري,حسين رياض,محمود المليجي,زكي طليمات,توفيق الدقن,محمد حمدي,محمد سلطان,محمد عبدالجواد,سامى لطفى,إبراهيم عمارة,أحمد لوكسر,صلاح نظمي,بدر نوفل,إحسان شريف,عبدالعظيم كامل,نجيب عبده,كنعان وصفي,ناهد صبري,سامية محسن,زكي إبراهيم","المؤسسة المصرية العامة للسينما والتلفزيون (والمسرح والموسيقى),آسيا داغر,ستوديو مصر,مصطفى عبداللطيف,إبراهيم مصطفى,لوتس فيلم (آسيا وشركاها)","كليليو (ك. ستشفللي),مسعود حسن,روبير سعد,وديد سري","رشيدة عبدالسلام,انجا وميلا","حبيب خوري,روبرت شارفنبرج,جبرائيل كراز,شادي عبدالسلام,أنطوان بوليزويس,عجمي عبدالرحمن,ولي الدين سامح,سعيد عطا,محمود المغربي,عثمان حسين","ولي الدين سامح,شادي عبدالسلام,تفيده عبدالرحمن,جبرائيل كراز",أنجلو فرانشيسكو لافانينو,"يوسف شاهين,سمير نصري,محمد عبدالجواد,فكرى رمزى",لوتس فيلم (آسيا وشركاها)
زقاق المدق,21 سبتمبر 1963,ﺩﺭاﻣﺎ,125,يدور العمل حول حميدة (شادية) الفتاة اليتيمة الطامحة للثراء ، تتم خطبتها لحلاق الزقاق عباس الحلو (صلاح قابيل) الذي يقرر السفر  ليحصل على مال أكثر ليفي باحتياجات (حميدة) ، بعد سفره يقوم قواد محترف فرج (يوسف شعبان) بإغواء (حميدة) ، وبعد تورطها تنغمس في حياتها الجديدة وتنسى (عباس) وأهل الزقاق ، لتجمعها الصدفة مرة أخرى بـ(عباس) الذي يقرر الانتقام .,"علي إسماعيل,حسين السيد,محمد الموجي","شادية,يوسف شعبان,صلاح قابيل,حسن يوسف,سامية جمال,عقيلة راتب,عبدالمنعم إبراهيم,عبدالوارث عسر,توفيق الدقن,محمد رضا,حسين رياض,ثريا حلمي,عدلي كاسب,حسين إسماعيل,محسن حسنين,حسن البارودي,محمود شكوكو,حامد مرسي,عبدالمنعم بسيوني,بدر نوفل,زكي حسن,عواطف رمضان,محمد شوقي,جمال إسماعيل,مطاوع عويس,الضيف أحمد,نعمت مختار,بدر الدين جمجوم,إبراهيم قدري,سمير صبري,محمد الطوخي,سهير الباروني,فيكتوريا كوهين","رمسيس نجيب,فاروق نجيب,إدوارد نجيب,أفلام رمسيس نجيب","علي حسن,مكرم سالم","رشيدة عبدالسلام,محيي الدين عبدالجواد,سلوى","حلمي عزب,نجيب خوري,كوستا",فوزية حجازي,"علي إسماعيل,حسين السيد,محمد الموجي,فتحي قورة,شادية","حسن الإمام,أنور الشناوي",المتحدة للسينما (صبحي فرحات)
منتهى الفرح,14 اكتوبر 1963,موسيقي / استعراضي,125,عاد مجموعة من الجنود المصريين من حرب اليمن، وكان منعم (حسن يوسف) خاطبًا، ووعدهم بليلة عرسٍ جميلة. كان الشيخ حسن (أمين الهنيدي) أحد المترددين على قهوة المعلم عبده والد نادية (مها صبري) خطيبة منعم. يدّعي الشيخ حسن أنه على علاقة بالفنانين الكبار، وأنه سيحضر عبد الوهاب وأم كلثوم في حفل الزفاف. عندما ذهبت نادية إلى نجوى فؤاد التي ادعى الشيخ حسن معرفته بها، اكتشفت منها أنها لا تعرفه، لكن نجوى قررت الذهاب إلى الحفل إكرامًا للجنود العائدين.,"محمد سالم,جليل البنداري,أحمد رامي,حسين السيد,مرسي جميل عزيز,حيرم الغمراوي,عبدالرحمن الخميسي,صلاح فايز,محمد حمزة","صباح,علي كامل,نجوى فؤاد,فايزة أحمد,محمد عبدالوهاب,علي عرابي,أسامة رؤوف,الضيف أحمد,فريد الأطرش,سمير غانم,جورج سيدهم,أحمد نبيل,محمد رضا,حسن يوسف,قطقوطة,ناهد صبري,عبدالوهاب الدوكالي,أمين الهنيدي,مها صبري,شادية,أحمد الحداد,سميحة محمد,حسين إسماعيل","المؤسسة المصرية العامة للسينما والتلفزيون (والمسرح والموسيقى),محمد عبدالجواد","وديد سري,عبدالحليم نصر,فارس وهبة,علي خير الله",حسين عفيفي,شادي عبدالسلام,,"عبدالوهاب الدوكالي,فريد الأطرش,محمد الموجي,محمد عبدالوهاب,بليغ حمدي,يوسف شوقي","محمد سالم,عبدالعزيز جاد",
من غير أمل,23 يونيو 1963,,105,قصه حب تنشأ بين اثنان يعيشان في نفس العمارة في حي فقير، وعندما ينجح الشاب ويتخرج من الجامعة بعمل لدي شركة كبيرة، يتزوج من حبيبته، فتعجب ابنة صاحب الشركة بهذا الشاب وتحاول المستحيل من أجل الزواج به ويحصل هذا الزواج، فتعلم زوجته الأولى وتصاب بمرض خطير، فيحاول زوجها العودة إليها لكنها ترفض ذلك.,حسن رضا,"عباس فارس,مديحة يسري,جمعة إدريس,نعيمة وصفي,سهام سامي,كمال الشناوي,عباس رحمي,شويكار,عبدالمنعم بسيوني,محمود المليجي,عبدالمنعم إبراهيم,عبدالعظيم كامل,عبدالعليم خطاب,سهير عزت",,,,,,,حسن رضا,
الساحرة الصغيرة,19 سبتمبر 1963,ﺩﺭاﻣﺎ,88,لم ترى هنية والدها منذ طفولتها وبالتالي لا تعرف كيف هو شكله وإضطر صديق والدها عصمت الدرملي الكذب عليها وإخبارها أنه هو والدها عصمت الدمنهوري بدلًا من  والدها الحقيقي، وبالتالي تظل هنية تتعامل مع عصمت الدرملي على أنه والدها.,"عبدالعزيز فخري,ليلى فهمي,محيي الدين أحمد","رشدي أباظة,سعاد حسني,مديحة يسري,فؤاد المهندس,سعيد أبو بكر,أنور مدكور,خيرية صدقي,مصطفى عبدالله,رشدي المهدي,الطوخي توفيق,عبدالنبي محمد,محمود رشاد,عبدالغني النجدي","منير حلمي رفلة,عبدالمسيح","وحيد فريد,محمود سابو","عبدالعزيز فخري,ليلى فهمي,محيي الدين أحمد,محمد الزرقا","ماهر عبدالنور,ستوديو نحاس (النيل),نجيب خوري",عبدالوهاب علي,"محمد فوزي,ميشيل يوسف","نيازي مصطفى,محمد الهواري,شريف حمودة",الشرق لتوزيع الأفلام
