بنت المعلم,23 ديسمبر 1947,,150,تقع ابنتي المعلم (حنفي)، (عزيزة)،و (بلية) في حب (حمودة) صبي القهوة التي يملكها حنفي، و(حسونة) صبي المكوجي. يطمع (لذيذ) مطرب المقاهي في (عزيزة) لكنه يفشل في استمالتها، فيلجأ إلى إقناع المعلم حنفي بالإنتاج السينمائي، ويعرفه على راقصة لعوب على أنها بطلة الفيلم. يطلق (حنفي) زوجته ويترك أسرته، جريًا وراء الفيلم المزعوم والراقصة اللعوب، مما يدفع الفتاتان بمساعدة أحبائهما على استرداد الأب، والإيقاع بـ(لذيذ).,سعاد مكاوي,"هاجر حمدي,عبدالفتاح القصري,ماري منيب,حسن فايق,سعاد مكاوي,إسماعيل يس,نيللي مظلوم,محمود شكوكو,محمد كمال المصري (شرفنطح),عزيز عثمان,ميمي عزيز,حسن كامل,رشاد حامد,عبدالمنعم إسماعيل","محمود المردنلى,أفلام يحيى إبراهيم,أفلام ريجانس","زكريا منصور,فرانسوا فاراكاش","جلال مصطفى,دعاء طلعت,نعمت فايد","عباس حلمي,ستوديوهات جلال,حسن الشوربجى",,"سعاد مكاوي,محمود شكوكو,إسماعيل يس,علي فراج,عبدالعزيز محمود,محمود الشريف,فتحي قورة,حسن توفيق","محمد كمال المصري (شرفنطح),عباس كامل,حسين  الصعيدي",
فاطمة,15 ديسمبر 1947,ﺩﺭاﻣﺎ,131,لا يتحمل فتحي - وهو أحد الباشوات - أن يعيش في أحد الحارات بعد غضب شقيقه الأكبر من زواجه العرفي بممرضته الفقيرة فاطمة، وطرده له من القصر، فيهجر زوجته الحبلى بابنه، ليتزوج حسب رغبة شقيقه ليعود إلى القصر مرة أخرى، و يترك ابنه وينكر نسبه إليه، ويجتمع أهل الحارة بعد هذه الحادثة ويقررون تحريك دعوى قضائية ضد الباشا، وتتطور الأحداث بينهم.,"عبدالحليم نويرة,عبدالحميد عبدالرحمن,محمد القصبجي,زكريا أحمد","أم كلثوم,أنور وجدي,سليمان نجيب,حسن فايق,محمد الديب,إيزاك ديكسون,عبدالفتاح القصري,إدمون تويما,حسين عسر,عثمان أباظة,نبيل خيرى,محمد كامل,عبدالحميد زكي,حسن كامل,محمد إدريس,فردوس محمد,زوزو شكيب,محمد كمال المصري (شرفنطح),سنية شوقي,فرج النحاس,عبدالقادر المسيري",محمد رجائي,"عبدالحليم نصر,حسن داهش",كمال الشيخ,"ستوديو مصر,أنطوان بوليزويس,عثمان حسين",,"عبدالحليم نويرة,عبدالحميد عبدالرحمن,محمد القصبجي,زكريا أحمد,رياض السنباطي","أحمد بدرخان,كامل مدكور",
أحكام العرب,17 مارس 1947,,105,شقيقين يموت أبوهما ليترك لهما أرضًا. أحدهم دمث الخلق محبًا للخير طيبًا والآخر أنانى يعشق ذاته، يحاول الأخ الطيب أن يتجنب الخصام مع أخيه فيتنازل عن حقوقه فى أرض والده مما أسعد الأخ الآخر وأعطاه فرصة الاستيلاء على الأرض كلها ليعيش فى نعيم ورغد ويقاسى الآخر من الفقر والحاجة، إلا أن عدل السماء يتدخل.,"إبراهيم عمارة,بيرم التونسي,محمد الكحلاوي","محمد الكحلاوي,أمينة رزق,زوزو نبيل,سراج منير,علي الكسار,عباس فارس,توفيق إسماعيل,إبراهيم فوزي (إبراهيم جكله),محمد البكار,لطيفة أمين,زينب محمد,ميمي شكيب,إبراهيم مصطفى,نبوية مصطفى",أفلام الكحلاوى,مصطفى حسن,عبدالحميد عبدالفتاح,حبيب خوري,,"محمد الكحلاوي,محمد حسن الشجاعي",إبراهيم عمارة,
ابن عنتر,17 نوفمبر 1947,,110,يموت عنتر ويوصى ابنه باستكمال الرسالة، ولما كان ابن عنتر قد ورث شجاعة وجسارة أبيه فهو يأخذ على عاتقه محاربة الشرك والوثنية، يعمل على إعزاز دين الإسلام فيخوض الحروب ضد الوثنيين، إلى أن يحدث أن يقع في غرام ابنة أمير عربي أحبته، ولكن هناك من يهدد ذلك الحب الوليد، أمير وثني يرغب في الزواج منها.,"أحمد سالم,أحمد رامي","أحمد سالم,مديحة يسري,سراج منير,السيد بدير,إستيفان روستي,إسماعيل يس,عبدالوارث عسر,فاخر فاخر,سعاد مكاوي,عبدالعزيز محمود,نيللي مظلوم,نبوية مصطفى,محمود رضا,موريس مراد,لطفي الحكيم,مختار حسين,أبو العينين شعيشع",أحمد سالم,أحمد خورشيد,كمال الشيخ,أنطوان بوليزويس,,,أحمد سالم,
الاصطياف في لبنان, 1947,,-,,,,,,,,,,بشارة واكيم,
القناع الأحمر,25 اكتوبر 1947,,105,,يوسف وهبي,"كاميليا,فاتن حمامة,سراج منير,بشارة واكيم,فردوس محمد,زوزو نبيل,أحمد منصور,عبدالسلام النابلسي,ثريا فخري,فاخر فاخر","نحّاس فيلم,رمسيس نجيب,ستوديو نصيبيان","حسن داهش,سامي بريل",ألبير نجيب,"بكر نصر,حبيب خوري",,,"يوسف وهبي,عبدالله بركات,عبدالسلام النابلسي",
شبح نص الليل, 7 ابريل 1947,,95,,"محمد كامل حسن المحامي,عبدالفتاح حسن","روحية خالد,حسن عبدالوهاب,صوفي ديمتري,محمد كامل,محمد عطية,منسى فهمي,سراج منير,زينات صدقي,محمود السباع,عبدالعزيز أحمد",ستوديو مصر,"مصطفى حسن,ف . فاراكاش",إحسان فرغل,أنطوان بوليزويس,,,عبدالفتاح حسن,ستوديو مصر
ضربة القدر,13 يناير 1947,ﺩﺭاﻣﺎ,105,بعد تورط ليلى (ليلى مراد) في علاقة غير شرعية مع حمدى (يحيى شاهين)، يتهرب منها ويسافر للخارج، فتصير وحيدة، لتلجأ ليلى إلى قصر أنيس (يوسف وهبي)، الرجل الثري الذي يعاني من زوجته مدمنة القمار، وتهتم ليلى بطفلته، فيحبها أنيس ويتزوجها، ولكن تقع الصدمة عندما يعود شقيق أنيس من السفر، وهو حمدي الذي غدر بليلى.,"محمد فوزي,رياض السنباطي","يوسف وهبي,ليلى مراد,يحيى شاهين,لولا صدقي,زوزو ماضي,مختار عثمان,بسيمة أحمد,آمال وحيد,سراج منير,محمد كامل,سامية رشدي,فتحية علي,محمود المليجي,أحمد درويش,زكي إبراهيم,فؤاد فهيم,نصر الدين مصطفى,شفيق نور الدين,توفيق إسماعيل,علي عبدالعال,عبدالمجيد شكري,محمود رضا,إبراهيم حشمت,إسكندر منسي,عبدالحليم القلعاوي,عبدالعليم خطاب",عبدالحميد زكي,"سامي بريل,حسن داهش",عبدالحميد عبدالفتاح,"أنطوان بوليزويس,عثمان حسين",,"محمد فوزي,رياض السنباطي,محمد القصبجي","يوسف وهبي,كمال بركات",
الأب,10 فبراير 1947,,95,تتصرف الزوجة ابنة الباشا بتكبر على الزوج وشقيقاته اللاتي يرعاهن، في حين يحاول هو إرضاءها. ثم يطلقها، فتحاربه في كل مكان، خاصة في ابنه الذي انتزعته من أحضانه باسم القانون، يشب الابن كارهًا لأبيه وعلى زوجته وإخوته الذين أنجبهم منها، لا يسلم أحد فى البيت من شرور الزوجة التي كادت أن تدمر الجميع.,"أبو السعود الإبياري,محمود الشريف","محمود المليجي,دولت أبيض,هدى شمس الدين,زكي رستم,علوية جميل,فؤاد جعفر,توفيق إسماعيل,عثمان أباظة,عبدالقادر المسيري,هند رستم,شريفة فاضل",علي جميعي,ف. فاراكاش,كمال الشيخ,,,"أبو السعود الإبياري,محمود الشريف,محمد فوزي,علي فراج",عمر جميعي,منتخبات بهنا فيلم
البدوية الحسناء,17 فبراير 1947,,95,"ميهوب شاب بدوي تلقى العلم، وتعرف على بدرية التي لا تلبث أن تختفي، ويعود الى القبيلة، يدعوه الأصدقاء  لحضور حفل بمناسبة شفاء الشيخ عوف شيخ القبيلة، وهناك يقابل بدرية ويعرف أنها مخطوبة لابن عمها دياب الذي تولدت الغيرة في صدره، ويتولد العداء.","أحمد صبرة,محمد البكار","بدرية رأفت,بدر لاما,علوية جميل,منسى فهمي,محمد البكار,فاخر فاخر,ثريا فخري,محمود رضا,السيد بدير,محمد الديب,حسين لطفي,سعاد أحمد,حسين عيسى,عبدالسلام النابلسي",,"محمود نصر,ريشار سلامة (ريشارد سلامة)",بدر عبدالله,,,"أحمد صبرة,محمد البكار,إبراهيم كامل رفعت,السيد زيادة","إبراهيم لاما,السيد حسن جمعة",
قبلني يا أبي, 8 سبتمبر 1947,ﺩﺭاﻣﺎ,75,,"نقولا بدران,محمد عبدالوهاب,رياض السنباطي,محمد القصبجي","نور الهدى,محمد فوزي,بشارة واكيم,محمود المليجي,عبدالمجيد شكري,فرج النحاس,عايدة كامل,وداد حمدي,فيكتوريا حبيقة,الياس صوفان,سهام عطية,بترو طنوس,عزيزة حلمي,عبدالحميد زكي","اتحاد الفنيين,حلمي رفلة","عبدالحليم نصر,البير رياض",,ولي الدين سامح,,"نقولا بدران,محمد عبدالوهاب,رياض السنباطي,محمد القصبجي,موسى حلمي,نور الهدى,محمد فوزي","أحمد بدرخان,كامل مدكور,عاطف سالم",منتخبات بهنا فيلم
